# hw (meV), S(q,w) (1/meV), uncertainty
1.725663716814160864e-01 2.899642704401495311e-02 3.332182635352701205e-02
1.805309734513276254e-01 -2.610948972654516392e-02 3.200257597010598698e-02
1.938053097345133757e-01 3.169383876174344250e-01 3.583502767697227531e-02
1.991150442477878091e-01 -3.205502706843224581e-02 3.065289424945753446e-02
2.283185840707966374e-01 -6.972851755362667603e-02 2.812189525732455841e-02
2.522123893805312544e-01 -4.172698565784854763e-02 2.708135045409576155e-02
2.707964601769912161e-01 -4.763830451644487929e-02 2.586945482133961444e-02
3.000000000000002665e-01 5.702653109443723417e-02 2.614963546125040339e-02
3.265486725663717671e-01 7.695443487060540377e-01 3.573865084328500807e-02
3.504424778761063841e-01 2.257220173946873132e+00 5.099459165826523283e-02
3.716814159292036734e-01 4.414790997975366338e+00 6.747789799284029111e-02
4.035398230088496074e-01 5.624437060414684275e+00 7.495068053348605264e-02
4.274336283185842245e-01 4.699429962110538206e+00 6.876202848170497040e-02
4.486725663716815138e-01 2.937847929426830706e+00 5.543466513723425276e-02
4.778761061946903421e-01 1.308489187491245431e+00 3.916555051943478721e-02
4.991150442477878535e-01 4.741290313192408901e-01 2.722760857943936144e-02
5.256637168141593541e-01 1.921909987459555214e-01 2.136713730154203225e-02
5.522123893805310768e-01 4.776078797964304623e-02 1.736552274550201558e-02
5.787610619469027995e-01 3.676049984914991214e-02 1.649930454975565355e-02
6.053097345132743001e-01 2.518454631220508333e-02 1.563413386073003383e-02
6.238938053097347058e-01 6.146068599470273959e-03 1.469512353408074061e-02
6.530973451327433121e-01 1.673384549212306172e-02 1.449857395230769348e-02
6.690265486725666122e-01 -1.701151985830939156e-02 1.308822775109582358e-02
7.008849557522125462e-01 -4.745429316606176832e-03 1.298291075400533935e-02
7.274336283185840468e-01 1.566296910341635415e-02 1.330143166088097739e-02
7.433628318584073469e-01 4.603631015615848587e-02 1.411332627149752134e-02
7.699115044247790696e-01 4.999076815840249044e-02 1.392455831934958331e-02
7.991150442477876759e-01 6.303478412812607568e-02 1.403751393429539251e-02
8.283185840707965042e-01 6.604169954410207821e-02 1.384975998404650369e-02
8.495575221238940156e-01 6.739014104565269059e-02 1.370136653432935461e-02
8.787610619469028439e-01 7.576547418046489235e-02 1.373831516816440695e-02
9.026548672566372389e-01 4.702007140518851130e-02 1.253624275564299388e-02
9.265486725663718559e-01 3.384672084852227009e-02 1.184693456911027273e-02
9.504424778761062509e-01 2.820705980441699443e-02 1.143934903987280441e-02
9.716814159292035402e-01 1.688071401713166220e-02 1.081035380617408233e-02
9.982300884955754849e-01 2.061550630471006840e-02 1.078127980404773242e-02
1.024778761061946986e+00 1.806364721643547236e-02 1.049480590293597713e-02
1.043362831858406947e+00 -7.451932357708706059e-03 9.172651187961674418e-03
1.077876106194689987e+00 -1.493659978188104998e-03 9.247059469492580411e-03
1.096460176991150837e+00 -3.666715292780647895e-03 9.025626029600693559e-03
1.125663716814159221e+00 -1.877531930401900697e-03 8.952999555766623374e-03
1.152212389380530722e+00 7.727601590645004435e-04 8.952999555766623374e-03
1.170796460176991571e+00 -6.788078813125615792e-03 8.460716819375305522e-03
1.205309734513274167e+00 -3.048275074363910025e-05 8.668290856136974185e-03
1.218584070796460361e+00 -1.150880249754914972e-02 7.973998787391856080e-03
1.253097345132743401e+00 -1.124729773463477821e-02 7.846186401369241448e-03
1.279646017699115346e+00 -1.185433535344467383e-03 8.325103003399326324e-03
1.300884955752212191e+00 1.085040830928311884e-02 8.904906866046629135e-03
1.322123893805309924e+00 -1.337913696464090516e-02 7.474910375956423519e-03
1.353982300884956080e+00 -1.055954469517195876e-02 7.555867828940074533e-03
1.372566371681416042e+00 -2.749959371426873370e-03 7.973998787391861284e-03
1.401769911504424870e+00 3.734052859747399866e-03 8.280383175911835980e-03
1.425663716814159487e+00 1.001090081802247754e-03 8.082098117151888250e-03
1.452212389380530988e+00 -1.596274580898054008e-03 7.888561264325431865e-03
1.478761061946902489e+00 1.170306643881083644e-02 8.598539750010417149e-03
1.505309734513274433e+00 2.807857921175180922e-04 7.931164981009874992e-03
1.529203539823009050e+00 5.591856114525922683e-03 8.213753445177463322e-03
1.550442477876106340e+00 -2.655522066313574427e-03 7.720422674552175624e-03
1.574336283185840957e+00 4.128040563735313126e-03 8.103893204758761196e-03
1.600884955752212457e+00 7.404573917544054855e-03 8.280383175911835980e-03
1.627433628318583958e+00 1.114260560401807675e-02 8.483532932421987069e-03
1.648672566371681691e+00 -3.299388172277087448e-03 7.658298776052236377e-03
1.675221238938053192e+00 2.302565877987432664e-03 7.995502362284065412e-03
1.701769911504424693e+00 9.953355615863078085e-04 7.931164981009874992e-03
1.728318584070796637e+00 -3.204179509473495651e-03 7.699658915171049035e-03
1.752212389380531254e+00 7.723219709821275460e-03 8.347553405097660889e-03
1.776106194690265427e+00 -9.849549785580748867e-03 7.335316467410661970e-03
1.802654867256637372e+00 2.867516523947635787e-03 8.125747067430844767e-03
